module	genome_name	db_name	stepwise_module_completeness	stepwise_module_is_complete	step_id	step	step_completeness	step_copy_number
M00152	KMM366	KMM366	0.0	False	0	K00411+K00412+K00413+K00414+K00415+K00416+K00417+K00418+K00419+K00420	0	0
M00153	KMM366	KMM366	1.0	True	0	K00425+K00426+(K00424,K22501)	1	2
M00156	KMM366	KMM366	1.0	True	0	((K00404+K00405,K15862)+K00407+K00406)	1	1
M00157	KMM366	KMM366	1.0	True	0	K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110	1	1
M00082	KMM366	KMM366	1.0	True	0	(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472))	1	1
M00082	KMM366	KMM366	1.0	True	1	(K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))	1	1
M00083	KMM366	KMM366	1.0	True	0	K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))	1	2
M00873	KMM366	KMM366	0.16666666666666666	False	0	K18660	0	0
M00873	KMM366	KMM366	0.16666666666666666	False	1	K03955+K00645	0	0
M00873	KMM366	KMM366	0.16666666666666666	False	2	K09458	1	1
M00873	KMM366	KMM366	0.16666666666666666	False	3	K11539+K13370	0	0
M00873	KMM366	KMM366	0.16666666666666666	False	4	K22540	0	0
M00873	KMM366	KMM366	0.16666666666666666	False	5	K07512	0	0
M00874	KMM366	KMM366	0.3333333333333333	False	0	K11262	0	0
M00874	KMM366	KMM366	0.3333333333333333	False	1	K03955+K00645	0	0
M00874	KMM366	KMM366	0.3333333333333333	False	2	K09458	1	1
M00874	KMM366	KMM366	0.3333333333333333	False	3	K00059	1	4
M00874	KMM366	KMM366	0.3333333333333333	False	4	K22541	0	0
M00874	KMM366	KMM366	0.3333333333333333	False	5	K07512	0	0
M00086	KMM366	KMM366	1.0	True	0	K01897,K15013,K28161	1	3
M00087	KMM366	KMM366	1.0	True	0	(K00232,K00249,K00255,K06445,K09479)	1	4
M00087	KMM366	KMM366	1.0	True	1	(((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527)	1	2
