module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M01000	KMM366	KMM366	GDP-Man biosynthesis, Fru-6P => GDP-Man	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K01809,K28465,K15916,K16011) (K17497,K01840,K15778,K16881) (K00966,K00971,K16011,K16881)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00971,K00971,K01809,K16011	1303,1304,2709,1303	K00971 is present in multiple modules: M01000/M01015/M01006,K01809 is present in multiple modules: M00114/M01000/M01006,K16011 is present in multiple modules: M01000/M01015/M01006	0	0	2,0,2
M01015	KMM366	KMM366	GDP-Man biosynthesis, Man => GDP-Man	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00844 (((K17497,K01840,K15778) (K00966,K00971,K16011)),K16881)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00971,K00971,K16011	1303,1304,1303	K00971 is present in multiple modules: M01000/M01015/M01006,K16011 is present in multiple modules: M01000/M01015/M01006	0	0	0,0
M00923	KMM366	KMM366	UDP-L-FucNAc biosynthesis, UDP-GlcNAc => UDP-L-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K19068 K24258"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K15894	1601	K15894 is present in multiple modules: M00923/M01007	0	0	1,0,0
M01007	KMM366	KMM366	CMP-Pse5Ac7Ac biosynthesis, UDP-GlcNAc => CMP-Pse5Ac7Ac	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K15894 K15895 K15896 K15897 K15898 K15899"	0.5	False	0.5	False	1.0	K15898,K15899	1,1	K15894,K15898,K15899	1601,1571,1573	K15894 is present in multiple modules: M00923/M01007	0	0	1,0,0,0,1,1
M01009	KMM366	KMM366	UDP-QuiNAc biosynthesis, UDP-GlcNAc => UDP-QuiNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K24300,K28372) (K24310,K24311)"	1.0	True	1.0	True	1.0	K24310	1	K24300,K24310	1308,1306	K24300 is present in multiple modules: M01009/M01032/M01033/M01037	1	1	1,1
M01032	KMM366	KMM366	UDP-D-FucNAc biosynthesis, UDP-GlcNAc => UDP-D-FucNAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K24312"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	1308	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K24312	0	0	1,0
M01033	KMM366	KMM366	UDP-yelosamine biosynthesis, UDP-GlcNAc => UDP-yelosamine	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 K25626 K27969"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K24300	1308	K24300 is present in multiple modules: M01009/M01032/M01033/M01037	0	0	1,0,0
M01037	KMM366	KMM366	UDP-D-FucNAc4N biosynthesis, UDP-GlcNAc => UDP-D-FucNAc4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K24300 (K25626,K26217)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K24300	1308	K24300 is present in multiple modules: M01009/M01032/M01033/M01037,No KOfam profile for K26217	0	0	1,0
M00063	KMM366	KMM366	CMP-KDO biosynthesis, ribulose-5P => CMP-KDO	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K06041 K01627 K03270 K00979"	1.0	True	1.0	True	1.0	K00979,K01627,K03270,K06041	1,1,1,1	K00979,K01627,K03270,K06041	2589,3143,313,312	None	1	1	1,1,1,1
M01014	KMM366	KMM366	UDP-ManNAcA biosynthesis, UDP-GlcNAc => UDP-ManNAcA	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01791 K02472"	0.5	False	0.5	False	1.0	K01791	1	K01791	519	None	0	0	1,0
M01028	KMM366	KMM366	GDP-DDmanHep biosynthesis, sedoheptulose-7P => GDP-DDmanHep	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K03271 K07031 K03273 K15669"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K03271,K03271,K03273	2882,343,3900	K03271 is present in multiple modules: M01028/M00064,K03273 is present in multiple modules: M01028/M00064	0	0	2,0,1,0
M00064	KMM366	KMM366	ADP-LDmanHep biosynthesis, sedoheptulose-7P => ADP-LDmanHep	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K03271 (K03272,K21344) K03273 (K03272,K21345) K03274"	1.0	True	1.0	True	1.0	K03272,K03274	1,1	K03271,K03271,K03272,K03273,K03274	2882,343,3693,3900,68	K03271 is present in multiple modules: M01028/M00064,K03273 is present in multiple modules: M01028/M00064	1	1	2,1,1,1,1
M00761	KMM366	KMM366	Und-P-alpha-L-Ara4N biosynthesis, UDP-Glc => UDP-L-Ara4FN => Und-P-alpha-L-Ara4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00012 K10011 K07806 K10012 K13014"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00012	871	K00012 is present in multiple modules: M00014/M00129/M00997/M00999/M00761	0	0	1,0,0,0,0
M01029	KMM366	KMM366	CDP-Tyv biosynthesis, Glc-1P => CDP-Par => CDP-Tyv	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00978 K01709 K12452+K00523 K12453 K12454"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00978,K01709	1585,1586	K00978 is present in multiple modules: M01029/M01030/M01031,K01709 is present in multiple modules: M01029/M01030/M01031	0	0	1,1,0,0,0
M01030	KMM366	KMM366	CDP-Abe biosynthesis, Glc-1P => CDP-Abe	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00978 K01709 K12452+K00523 (K12455,K19632)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00978,K01709	1585,1586	K00978 is present in multiple modules: M01029/M01030/M01031,K01709 is present in multiple modules: M01029/M01030/M01031,No KOfam profile for K19632	0	0	1,1,0,0
M01031	KMM366	KMM366	CDP-Asc biosynthesis, Glc-1P => CDP-Asc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00978 K01709 K12452+K00523 K15857 K15858"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00978,K01709	1585,1586	K00978 is present in multiple modules: M01029/M01030/M01031,K01709 is present in multiple modules: M01029/M01030/M01031,No KOfam profile for K15857,No KOfam profile for K15858	0	0	1,1,0,0,0
M00793	KMM366	KMM366	dTDP-L-Rha biosynthesis, Glc-1P => dTDP-L-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 ((K01790 K00067),K23987)"	1.0	True	1.0	True	1.0	K00067	1	K00067,K00973,K01710,K01790,K01790	1310,1311,1309,1312,1587	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01790 is present in multiple modules: M00793/M01022	1	1	1,1,1
M01022	KMM366	KMM366	dTDP-6-deoxy-L-Tal biosynthesis, Glc-1P => dTDP-6-deoxy-L-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K01790 (K19180,K19652)"	0.75	True	0.75	True	NA	No enzymes unique to module	NA	K00973,K01710,K01790,K01790	1311,1309,1312,1587	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01790 is present in multiple modules: M00793/M01022,No KOfam profile for K19180	1	0	1,1,2,0
M01023	KMM366	KMM366	dTDP-D-Fuc3NAc biosynthesis, Glc-1P => dTDP-D-Fuc3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20679 K20680 K20681"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00973,K01710	1311,1309	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K20679,No KOfam profile for K20680,No KOfam profile for K20681	0	0	1,1,0,0,0
M01024	KMM366	KMM366	dTDP-Qui3NAc biosynthesis, Glc-1P => dTDP-Qui3NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K24249 K24250 K24251"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00973,K01710	1311,1309	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0,0
M01025	KMM366	KMM366	dTDP-D-Fuc4NAc biosynthesis, Glc-1P => dTDP-D-Fuc4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K02805 K16704"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1311,1309	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0
M01026	KMM366	KMM366	dTDP-Qui4NAc biosynthesis, Glc-1P => dTDP-Qui4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K20429 K21379"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1311,1309	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027	0	0	1,1,0,0
M01027	KMM366	KMM366	dTDP-D-Fucf biosynthesis, Glc-1P => dTDP-D-Fucf	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K00973 K01710 K13306 K20678"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00973,K01710	1311,1309	K00973 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,K01710 is present in multiple modules: M00793/M01022/M01023/M01024/M01025/M01026/M01027,No KOfam profile for K13306,No KOfam profile for K20678	0	0	1,1,0,0
M01006	KMM366	KMM366	GDP-D-Rha4N biosynthesis, Fru-6P => GDP-D-Rha4N	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K01809,K28465,K15916,K16011) (K01840,K15778,K16881) (K00966,K00971,K16011,K16881) K01711 K13010"	0.8	True	0.8	True	NA	No enzymes unique to module	NA	K00971,K00971,K01711,K01809,K13010,K16011	1303,1304,1300,2709,1589,1303	K00971 is present in multiple modules: M01000/M01015/M01006,K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019,K01809 is present in multiple modules: M00114/M01000/M01006,K13010 is present in multiple modules: M01006/M01034/M01020,K16011 is present in multiple modules: M01000/M01015/M01006	1	0	2,0,2,1,1
M01034	KMM366	KMM366	GDP-D-Rha4NFormyl biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NFormyl	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K13010 K00607"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01711,K13010	1300,1589	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019,K13010 is present in multiple modules: M01006/M01034/M01020	0	0	1,1,0
M01020	KMM366	KMM366	GDP-D-Rha4NAc biosynthesis, GDP-Man => GDP-D-Rha4N => GDP-D-Rha4NAc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K13010 K17939"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01711,K13010	1300,1589	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019,K13010 is present in multiple modules: M01006/M01034/M01020	0	0	1,1,0
M01016	KMM366	KMM366	GDP-L-Fuc biosynthesis, GDP-Man => GDP-L-Fuc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K02377"	1.0	True	1.0	True	1.0	K02377	1	K01711,K02377	1300,1301	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	1	1	1,1
M01017	KMM366	KMM366	GDP-L-Col biosynthesis, GDP-Man => GDP-L-Col	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K21131 K21130"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01711	1300	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	0	0	1,0,0
M01018	KMM366	KMM366	GDP-D-Rha biosynthesis, GDP-Man => GDP-D-Rha	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K15856"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01711	1300	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	0	0	1,0
M01019	KMM366	KMM366	GDP-6-deoxy-Tal biosynthesis, GDP-Man => GDP-6-deoxy-Tal	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"K01711 K22252"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01711	1300	K01711 is present in multiple modules: M01006/M01034/M01020/M01016/M01017/M01018/M01019	0	0	1,0
M00079	KMM366	KMM366	Keratan sulfate degradation	Pathway modules	Glycan metabolism	Glycosaminoglycan metabolism	"-- K01132 K12309 K01137 K12373"	0.2	False	0.2	False	1.0	K12373	2	K12373,K12373	3107,1407	'--' steps are assumed incomplete	0	0	0,0,0,0,2
M00060	KMM366	KMM366	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	"K00677 K02535 K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K02560"	1.0	True	1.0	True	1.0	K02560	2	K00677,K00748,K00912,K02517,K02517,K02517,K02527,K02535,K02536,K02560,K02560,K03269	1044,1045,2591,3694,1819,1821,4080,403,1042,1819,1821,2538	K00677 is present in multiple modules: M00060/M00866,K00748 is present in multiple modules: M00060/M00866,K00912 is present in multiple modules: M00060/M00866,K02517 is present in multiple modules: M00060/M00866,K02527 is present in multiple modules: M00060/M00866,K02535 is present in multiple modules: M00060/M00866,K02536 is present in multiple modules: M00060/M00866,K03269 is present in multiple modules: M00060/M00866	1	1	1,1,1,1,1,1,1,3,2
M00866	KMM366	KMM366	KDO2-lipid A biosynthesis, Raetz pathway, non-LpxL-LpxM type	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	"K00677 (K02535,K16363) K02536 (K03269,K09949) K00748 K00912 K02527 K02517 K09778"	0.8888888888888888	True	0.8888888888888888	True	NA	No enzymes unique to module	NA	K00677,K00748,K00912,K02517,K02517,K02517,K02527,K02535,K02536,K03269	1044,1045,2591,3694,1819,1821,4080,403,1042,2538	K00677 is present in multiple modules: M00060/M00866,K00748 is present in multiple modules: M00060/M00866,K00912 is present in multiple modules: M00060/M00866,K02517 is present in multiple modules: M00060/M00866,K02527 is present in multiple modules: M00060/M00866,K02535 is present in multiple modules: M00060/M00866,K02536 is present in multiple modules: M00060/M00866,K03269 is present in multiple modules: M00060/M00866	1	0	1,1,1,1,1,1,1,3,0
M00867	KMM366	KMM366	KDO2-lipid A modification pathway	Pathway modules	Glycan metabolism	Lipopolysaccharide metabolism	"K12977 K03760 K23082+K23083 K23159 K09953"	0.2	False	0.2	False	1.0	K03760	1	K03760	1402	None	0	0	0,1,0,0,0
M00127	KMM366	KMM366	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03150 K03149 K03147 ((K00941 K00788),K14153,K21219) K00946"	1.0	True	1.0	True	1.0	K03150	1	K00788,K00946,K03147,K03148,K03149,K03150,K03151,K03154,K14153	3808,3369,3809,3807,3805,3804,1559,3806,3808	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K03148 is present in multiple modules: M00127/M00895,K03149 is present in multiple modules: M00127/M00895,K03151 is present in multiple modules: M00127/M00895,K03154 is present in multiple modules: M00127/M00895,K14153 is present in multiple modules: M00127/M00897/M00899	1	1	1,1,1,1,1,1,1
M00895	KMM366	KMM366	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03148+K03154 K03151 K03153 K03149 K10810 K03147 K00941 K00788 K00946"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K00788,K00946,K03147,K03148,K03149,K03151,K03154	3808,3369,3809,3807,3805,1559,3806	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K03148 is present in multiple modules: M00127/M00895,K03149 is present in multiple modules: M00127/M00895,K03151 is present in multiple modules: M00127/M00895,K03154 is present in multiple modules: M00127/M00895	0	0	1,1,0,1,0,1,0,1,1
M00896	KMM366	KMM366	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K22699 K03147 (K00941 (K00788,K21220),K21219) K00946"	0.5	False	0.6	False	NA	No enzymes unique to module	NA	K00788,K00946,K03147	3808,3369,3809	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K00946 is present in multiple modules: M00127/M00895/M00896,K03147 is present in multiple modules: M00127/M00895/M00896/M00897	0	0	0,1,0,1
M00897	KMM366	KMM366	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K03147 K14153 K22911 K00949"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K03147,K14153	3809,3808	K03147 is present in multiple modules: M00127/M00895/M00896/M00897,K14153 is present in multiple modules: M00127/M00897/M00899	0	0	0,1,1,0,0
M00899	KMM366	KMM366	Thiamine salvage pathway, HMP/HET => TMP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00878 ((K00941 K00788),K14153,K21219)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00788,K14153	3808,3808	K00788 is present in multiple modules: M00127/M00895/M00896/M00899,K14153 is present in multiple modules: M00127/M00897/M00899	0	0	0,1
M00125	KMM366	KMM366	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	1.0	True	1.0	True	1.0	K11752,K11753,K20862,K21064	1,1,1,3	K00793,K00793,K00794,K01497,K02858,K11752,K11753,K14652,K20862,K21064,K21064,K21064	3373,1852,3371,2425,2818,3374,3565,3372,296,26,3745,623	K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911,K14652 is present in multiple modules: M00125/M00840	1	1	2,1,4,2,1,2,1
M00911	KMM366	KMM366	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01497 K14654 K14655 -- K02858 K00794 K00793 K00861 K00953"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00793,K00793,K00794,K01497,K02858	3373,1852,3371,2425,2818	'--' steps are assumed incomplete,K00793 is present in multiple modules: M00125/M00911,K00794 is present in multiple modules: M00125/M00911,K01497 is present in multiple modules: M00125/M00911,K02858 is present in multiple modules: M00125/M00911	0	0	1,0,0,0,1,1,2,0,0
